Código;Descrição;Unidade;Valor unitário;Favorita
5000000658;RET ESTR PRI 3F ANC/AMA CRUZ DP HT LV;UN;1623,8;
5000000658;INST ESTR PRI 3F ANC/AMA S/CRUZ HTE LV;UN;1879,01;
5000000658;RET ESTR PRI 3F ANC/AMA HTE LV;UN;1461,34;
5000000658;TRANSF ESTR PRIM N2,B2,M2 P/ N4,B4,M4 LV;UN;858,62;
5000000658;TRANSF ESTR PRIM N3,B3,M3 P/ N4,B4,M4 LV;UN;613,01;
5000000658;TURMA LV INST POSTE ESTRUT PRIMARIA LV;UN;1295,38;
5000000658;TURMA LV RET POSTE ESTRUT PRIMARIA LV;UN;1110,36;
5000000658;NIVELAR CRUZETA LV;UN;539,61;
5000000658;INST MAO FRANCESA LV;UN;215,83;
5000000658;RET MAO FRANCESA LV;UN;151,1;
5000000658;REBAIXAR CRUZ 2/3F SUS/PAS SP CRUZ SP LV;UN;954,69;
5000000658;REBAIXAR CRUZ 2/3F SUS/PAS DP CRUZ DP LV;UN;1363,98;
5000000658;REBAIXAR CRUZ 2/3F ANC/AMA SP CRUZ DP LV;UN;1461,38;
5000000658;REBAIXAR CRUZ 2/3F ANC/AMA DP CRUZ DP LV;UN;1948,54;
5000000658;INST ISOLADOR PINO/PILAR LV;UN;332,18;
5000000658;RET ISOLADOR PINO/PILAR LV;UN;222,09;
5000000658;INST ISOLAD DISCO/ANCORAGEM LV;UN;370,63;
5000000658;RET ISOLAD DISCO/ANCORAGEM LV;UN;259,86;
5000000658;INST PARA-RAIOS MT LV;UN;398,89;
5000000658;RET PARA-RAIOS MT LV;UN;250,34;
5000000658;INST ESTR PRI RDC PASSANTE SIMPLES LV;UN;494,07;
5000000658;RET ESTR PRI RDC PASSANTE SIMPLES LV;UN;387,78;
5000000658;INST ESTR PRI RDC ANCORAGEM SIMPLES LV;UN;834,18;
5000000658;RET ESTR PRI RDC ANCORAGEM SIMPLES LV;UN;618,03;
5000000658;INST ESTR PRI RDC ANCORAGEM DUPLA LV;UN;989,73;
5000000658;RET ESTR PRI RDC ANCORAGEM DUPLA LV;UN;677,92;
5000000658;INST ESTR PRI RDC N3S-CE LV;UN;1186,94;
5000000658;RET ESTR PRI RDC N3S-CE LV;UN;757,7;
5000000658;INST ESTR PRI RDC N3S-CE-PR LV;UN;1361,21;
5000000658;RET ESTR PRI RDC N3S-CE-PR LV;UN;792,06;
5000000658;INST ESTR PRI RDC DN-CE LV;UN;879,7;
5000000658;RET ESTR PRI RDC DN-CE LV;UN;565,27;
5000000658;INST ESTR PRI RDC CE-DS/TS LV;UN;1324,7;
5000000658;RET ESTR PRI RDC CE-DS/TS LV;UN;883,82;
5000000658;INST ESTR PRI RDC NS/BS (PR, CF, SU) LV;UN;815,82;
5000000658;RET ESTR PRI RDC NS/BS (PR, CF, SU) LV;UN;664,58;
5000000658;INST COND COBERTO RDC 35-70 MM2 LV;UN;11,39;
5000000658;RET COND COBERTO RDC 35-70 MM2 LV;UN;7,28;
5000000658;INST COND COBERTO RDC 95-185 MM2 LV;UN;14,76;
5000000658;RET COND COBERTO RDC 95-185 MM2 LV;UN;8,96;
5000000658;INST CABO MENSAGEIRO RDC LV;UN;11;
5000000658;RET CABO MENSAGEIRO RDC LV;UN;4,11;
5000000658;TENSIONAR COND MENSAGEIRO RDC LV;UN;311,84;
5000000658;TENSIONAR COND PROTEGIDO RDC LV;UN;311,84;
5000000658;INST ESPACADOR LOSANGULAR RDC LV;UN;158,06;
5000000658;RET ESPACADOR LOSANGULAR RDC LV;UN;112,2;
5000000658;INST/RET BIG JUMPER LV;UN;4665,38;
5000000658;TURMA LV ATE 36,2KV 3H CESTO SP EM DISP;UN;651,1;
5000000658;TURMA LV ATE 36,2KV 4H CESTO DP EM DISP;UN;816,17;
5000000658;ELIMINAR RAMA TREPADEIRA TRP PO LM;UN;30,89;
5000000658;ELIMINAR ARV GRANDE PORTE 2GS PO LM;UN;370,69;
5000000658;ELIMINAR ARV MEDIO PORTE 2MS PO LM;UN;185,33;
5000000658;ELIMINAR ARV PEQUENO PORTE 2PS PO LM;UN;92,68;
5000000658;PODA ARV GRANDE PT >=12M LAT 2GL PO LM;UN;308,91;
5000000658;PODA ARV MEDIO PT >6<12M ELEV 2ME PO LM;UN;216,25;
5000000658;PODA ARV MEDIO PT >6<12M LATER 2ML PO LM;UN;247,12;
5000000658;PODA ARV MEDIO PT>6<12M REBAIX 2MR PO LM;UN;265,66;
5000000658;PODA ARV PEQ PT <=6M LATER 2PL PO LM;UN;154,45;
5000000658;PODA ARV PEQ PT <=6M REBAIX 2PR PO LM;UN;203,88;
5000000658;PODA ARV>6<12M REDE BT CENTRAL 2MC PO LM;UN;796,97;
5000000658;PODA ARV <6M REDE BT CENTRAL 2PC PO LM;UN;308,91;
5000000658;PODA GRAM>6<12M REDE MT REBAIX 3MR PO LM;UN;92,68;
5000000658;PODA PALMEIRA<6M REDE BT LATER 1PL PO LV;UN;122,21;
5000000658;PODA PALMEIRA>6<12M RED MT LAT 1ML PO LM;UN;111,21;
5000000658;PODA PALMEIRA<6M REDE BT LATER 1PL PO LM;UN;105,02;
5000000658;PODA GRAMINEA >12M REDE MT LAT 3GL PO LM;UN;49,42;
5000000658;PODA PALMEIRA >12M REDE MT LAT 1GL PO LM;UN;117,38;
5000000658;PODA ARV GRANDE PT >=12M ELEV 2GE PO LM;UN;370,69;
5000000658;PODA ARV BAMBU CORTE REBAIX BAM PO LM;UN;111,21;
5000000658;SERV CAMINHAO RECOLHE TRITURADOR/PODA;UN;431,05;
5000000658;SERV CAMINHAO RECOLHE S/ TRITURADOR/PODA;UN;431,05;
5000000658;TURMA PODA LEVE 3H DISPONIBILIDADE PO LM;UN;431,1;
5000000658;ELIMINAR RAMA TREPADEIRA TRP PO LV;UN;35,94;
5000000658;ELIMINAR ARV GRANDE PORTE 2GS PO LV;UN;488,85;
5000000658;ELIMINAR ARV MEDIO PORTE 2MS PO LV;UN;244,43;
5000000658;ELIMINAR ARV PEQUENO PORTE 2PS PO LV;UN;107,84;
5000000658;PODA ARV GRANDE PT >=12M LAT 2GL PO LV;UN;402,59;
5000000658;PODA ARV MEDIO PT >6<12M ELEV 2ME PO LV;UN;280,37;
5000000658;PODA ARV MEDIO PT >6<12M LATER 2ML PO LV;UN;316,32;
5000000658;PODA ARV MEDIO PT>6<12M REBAIX 2MR PO LV;UN;352,26;
5000000658;PODA ARV PEQ PT <=6M LATER 2PL PO LV;UN;179,72;
5000000658;PODA ARV PEQ PT <=6M REBAIX 2PR PO LV;UN;237,24;
5000000658;PODA ARV>6<12M REDE BT CENTRAL 2MC PO LV;UN;1042,4;
5000000658;PODA ARV <6M REDE BT CENTRAL 2PC PO LV;UN;359,45;
5000000658;PODA GRAM>6<12M REDE MT REBAIX 3MR PO LV;UN;122,21;
5000000658;ROCO VEGET >6<12M REDE MT ROCO PO LM;UN;6,18;
5000000658;ROCO VEGET >6<12M REDE MT ROCO PO LV;UN;7,2;
5000000658;PODA PALMEIRA>6<12M RED MT LAT 1ML PO LV;UN;143,79;
5000000658;PODA GRAMINEA >12M REDE MT LAT 3GL PO LV;UN;64,71;
5000000658;PODA PALMEIRA >12M REDE MT LAT 1GL PO LV;UN;158,16;
5000000658;PODA ARV GRANDE PT >=12M ELEV 2GE PO LV;UN;481,66;
5000000658;PODA ARV BAMBU CORTE REBAIX BAM PO LV;UN;150,97;
5000000658;TURMA PODA DISPONIBILIDADE PO LV;UN;501,66;
5000000658;ACAO PRODUTIVA CORTE BORNE MEDIDOR STC;UN;47,83;
5000000658;ACAO PRODUTIVA CORTE POSTE STC;UN;73,33;
5000000658;RET RAMAL CONC/MULTIPLEX COMERCIAL STC;UN;84,82;
5000000658;ACAO PRODUTIVA CORTE DISJ STC;UN;38,27;
5000000658;ACAO IMPRODUTIVA DE COBRANCA STC;UN;31,9;
5000000658;DESLIGAMENTO A PEDIDO DO CLIENTE STC;UN;63,77;
5000000658;ACAO PRODUT RELIGACAO BORNE MEDIDOR STC;UN;47,83;
5000000658;ACAO PRODUTIVA RELIGACAO POSTE STC;UN;73,33;
5000000658;INST RAMAL CONC/MULTIPLEX COMERCIAL STC;UN;121,18;
5000000658;ACAO PRODUTIVA CONFIRMAC PAG DEBITO STC;UN;63,77;
5000000658;REATIVACAO UC S/ INST MEDIDOR E RAMAL;UN;63,77;
5000000658;TURMA SEED MONEY 4X4 EM DISPONIBILIDADE;UN;145,09;
5000000658;HORA EM DISPONIBILIDADE COBRANÇA;UN;145,09;
5000000658;RET MEDIDOR ELETRONICO COMERCIAL STC;UN;159,92;
5000000658;INST MEDIDOR ELETRONICO COMERCIAL STC;UN;228,45;
5000000658;INST CAIXA MEDICAO/PROTECAO NO POSTE STC;UN;302,08;
5000000658;RET CAIXA MEDICAO/PROTECAO NO POSTE STC;UN;211,46;
5000000658;INST CAIXA MEDICAO C/ SIST CP PAREDE STC;UN;522,08;
5000000658;RET CAIXA MEDICAO C/ ACESSOR PAREDE STC;UN;365,44;
5000000658;INST PADRAO ENTRADA COMPLETO STC;UN;522,08;
5000000658;RET PADRAO ENTRADA COMPLETO STC;UN;391,55;
5000000658;INST PADRAO ENTRADA PARCIAL STC;UN;302,08;
5000000658;RET PADRAO ENTRADA PARCIAL STC;UN;211,46;
5000000658;LIGACAO OU MISCELANEA NAO EXECUTADA STC;UN;105,53;
5000000658;INST MEDIDOR ELETRONICO STC;UN;228,45;
5000000658;RET MEDIDOR ELETRONICO STC;UN;159,92;
5000000658;INST MEDIDOR ELETRONICO C/ FISCALIZ STC;UN;263,6;
5000000658;RET MEDIDOR ELETRONICO C/ FISCALIZ STC;UN;177,49;
5000000658;INST MEDIDOR COM TESTE INVERSOR STC;UN;254,8;
5000000658;INST RAMAL DE CONEXAO CONC/MULTIPLEX STC;UN;333,87;
5000000658;RET RAMAL DE CONEXAO CONC/MULTIPLEX STC;UN;233,71;
5000000658;INST RAMAL DE CONEXAO C/ FICALIZ STC;UN;369,02;
5000000658;RET RAMAL DE CONEXAO C/ FICALIZ STC;UN;251,29;
5000000658;SERV FISCALIZACAO INSPECAO UC STC;UN;522,08;
5000000658;HORA EM DISPONIBILIDADE LIGAÇÃO NOVA;UN;414,81;
5000000658;ATEND EMERG FALTA ENERGIA COLETIVA ALIME;UN;984,99;
5000000658;ATEND EMERG FALTA ENERGIA COLETIVA MT;UN;616,62;
5000000658;ATEND EMERG FALTA ENERGIA COLETIVA BT;UN;531,17;
5000000658;ATEND EMERG FALTA ENERGIA INDIVIDUAL;UN;260,51;
5000000658;PODA ARV MEDIO PT >6<12M LATER 2ML SRD;UN;92,91;
5000000658;ATEND EMERG INST ANALISADOR QUALIDADE;UN;238,22;
5000000658;ATEND EMERG RET ANALISADOR QUALIDADE;UN;151,3;
5000000658;ATEND EMERG NIVEL DE TENSAO;UN;243,85;
5000000658;ATEND EMERG PARA RAIOS;UN;270,81;
5000000658;ATEND EMERG INST TRAFO ATE 15KVA;UN;369,59;
5000000658;ATEND EMERG RET TRAFO ATE 15KVA;UN;221,48;
5000000658;ATEND EMERG EMERGÊNCIA IMPRODUTIVA;UN;157,1;
5000000658;ATEND EMERG MISCEL CONEXAO;UN;31,67;
5000000658;ATEND EMERG MISCEL TECNICA;UN;158,25;
5000000658;HORA TRABALHADA EM ATENDIM EMERGENCIAL;UN;228,61;
5000000658;HORA EM DISPONIB ATENDIMENTO EMERGENCIAL;UN;228,61;
5000000658;NEGOCIAR E FINANCIAR PADRAO COMPLETO LM;UN;34,31;
5000000658;AVISO ENTREGA CARTA DESLIG PROG S/ PROT;UN;5,62;
5000000658;AVISO ENTREGA CARTA DESLIG PROG C/ PROT;UN;6,58;
5000000658;NEGOCIACAO DEBITO UC INADIMPLENTE STC;UN;99,87;
5000000658;HORA EM DISPONIB EQ COMERCIAL;UN;145,09;
5000000658;INST MEDICAO FISCAL C/ LEVANT TRAFO STC;UN;2668,98;
5000000658;RET MEDICAO FISCAL TRAFO STC;UN;181,64;
5000000658;INST CANALIZAÇÃO EM TERRA <1M LM SUB;UN;178,31;
5000000658;INST CANALIZAÇÃO TERRA >1M <1,5M LM SUB;UN;294,65;
5000000658;INST CANALIZAÇÃO <1,5M, SOLO<15CM LM SUB;UN;322,39;
5000000658;INST CANALIZAÇÃO <1,5M, SOLO>15CM LM SUB;UN;485,82;
5000000658;INST CANALIZAÇÃO VALA PRÉ-EXIST LM SUB;UN;8,84;
5000000658;RESTAURAR PASSEIO LADRILHO LM SUB;UN;170,13;
5000000658;RESTAURAR PASSEIO CONCRETO 20CM LM SUB;UN;238,38;
5000000658;RESTAURAR PASSEIO GRAMA LM SUB;UN;143,1;
5000000658;RESTAURAR PASSEIO ESPEC LADRILHO LM SUB;UN;236,32;
5000000658;RESTAURAR PASSEIO CONCRETO 10CM LM SUB;UN;158,76;
5000000658;RESTAURAR PASSEIO ASFALTO LM SUB;UN;516,5;
5000000658;RESTAURAR PASS. CONC 20CM >250KG LM SUB;UN;420,94;
5000000658;RESTAURAR PASS. CONC RÁPIDO 20CM LM SUB;UN;267,67;
5000000658;CONSTRUIR CAMARA/CAIXA CONC ARMAD LM SUB;UN;779,63;
5000000658;CONSTRUIR CÂMARA/CAIXA ALVENARIA LM SUB;UN;398,71;
5000000658;ESCAVAR E/OU MOVIMENTAR TERRA LM SUB;UN;140,14;
5000000658;INSP EM OBRA CAMARA SUBTERRÂNEA LM SUB;UN;158,85;
5000000658;LIMPAR CÂMARA BT LM SUB;UN;243,56;
5000000658;RET AGUA EM CÂMARAS SUBTERRÂNEAS LM SUB;UN;365,34;
5000000658;SELAR DUTOS EM CÂMARAS LM SUB;UN;60,52;
5000000658;INST CÂMARA MT PRÉ FABRICADA LM SUB;UN;1735,7;
5000000658;ESCAVAR SOLO PARA CÂMARA/GALERIA LM SUB;UN;143,95;
5000000658;CONSTRUIR EM ALVENARIA LM SUB;UN;641,24;
5000000658;INST FUSIVEIS MT LM SUB;UN;238,26;
5000000658;RET FUSIVEIS MT LM SUB;UN;79,43;
5000000658;INST FUSIVEIS BT LM SUB;UN;158,85;
5000000658;RET FUSIVEIS BT LM SUB;UN;66,19;
5000000658;INST CHAVE FUSÍVEIS MT LM SUB;UN;3187,35;
5000000658;RET CHAVE FUSÍVEIS MT LM SUB;UN;2732,01;
5000000658;RET COND MONOPOLAR BT LM SUB;UN;0,71;
5000000658;INST COND MONOPOLAR BT LM SUB;UN;1,16;
5000000658;TESTAR CONEXÃO CABO BT OU MT LM SUB;UN;304,45;
5000000658;INST BARRAMENTO LM SUB;UN;302,91;
5000000658;RET BARRAMENTO LM SUB;UN;181,75;
5000000658;INSP CAMARA SUBTERRÂNEA LM SUB;UN;529,46;
5000000658;INST MUFLA CONDUTOR LM SUB;UN;1514,62;
5000000658;RET MUFLA CONDUTOR LM SUB;UN;1215,4;
5000000658;INST CONECTOR EM CONDUTOR LM SUB;UN;347,85;
5000000658;RET CONECTOR EM CONDUTOR LM SUB;UN;284,79;
5000000658;INST EMENDA COND BT LM SUB;UN;198,55;
5000000658;INST EMENDA DERIVAÇÃO BT LM SUB;UN;489,75;
5000000658;INST EMENDA COND ISOL MT LM SUB;UN;728;
5000000658;INST EMENDA DERIVAÇÃO ISOL MT LM SUB;UN;1235,4;
5000000658;INST SECCIONADOR MT LM SUB;UN;1254,07;
5000000658;RET SECCIONADOR MT LM SUB;UN;408,94;
5000000658;INST CHAVE FUSÍVEIS BT LM SUB;UN;798,19;
5000000658;RET CHAVE FUSÍVEIS BT LM SUB;UN;667,92;
5000000658;INST CHAVE FACA LM SUB;UN;2922,61;
5000000658;RET CHAVE FACA LM SUB;UN;2467,28;
5000000658;INST PLACA IDENTF COMPONENTE LM SUB;UN;397,09;
5000000658;OPERAR CHAVE LM SUB;UN;146,13;
5000000658;OPERAR UNIDADE DESCONECTÁVEL LM SUB;UN;1095,99;
5000000658;ACAO PRODUTIVA CORTE LM SUB;UN;158,31;
5000000658;ACAO PRODUTIVA RELIGACAO LM SUB;UN;238,26;
5000000658;ENTREGAR CARTA DESLIG PROG S/ PROT SUB;UN;0,71;
5000000658;ENTREGAR CARTA DESLIG PROG C/ PROT SUB;UN;2,08;
5000000658;INST PORTA CENTRO TRANSF. LM SUB;UN;3906,08;
5000000658;RET PORTA CENTRO TRANSF. LM SUB;UN;1302,3;
5000000658;INST DISJ 3F BT LM SUB;UN;2066,21;
5000000658;RET DISJ 3F BT LM SUB;UN;1244,71;
5000000658;INST 1HASTE ADICIONAL ATERRAMENTO LM SUB;UN;411,87;
5000000658;INST ATERRAMENTO COMPL 1HASTE LM SUB;UN;823,89;
5000000658;INST ATERRAMENTO COMPL 5-8HASTE LM SUB;UN;2801,26;
5000000658;INST TRAFO DT SUBTERRÂNEO 3F LM SUB;UN;1849,3;
5000000658;RET TRAFO DT SUBTERRÂNEO 3F LM SUB;UN;1571,91;
5000000658;INSP CENTRO DE TRANSFORMAÇÃO LM SUB;UN;476,51;
5000000658;REVISAR CENTRO TRANSFORMAÇÃO LM SUB;UN;3605,63;
5000000658;ALTERAR TAP TRAFO LM SUB;UN;1456,01;
5000000658;OPERAR CABINE MT LM SUB;UN;370,63;
5000000658;HORA DISPONIBILIDADE TURMA SUBTERRANEO;UN;1108,38;
5000000658;REALIZAR TESTE HI-POT EM COND LM SUB;UN;397,09;
5000000658;REALIZAR TESTE RESISTIVIDADE COND LM SUB;UN;317,67;
5000000658;INST COND ISOL MT <= 50MM² LM SUB;UN;7,98;
5000000658;RET COND ISOL MT <= 50MM² LM SUB;UN;4,8;
5000000658;INST COND ISOL MT > 50MM² LM SUB;UN;10,67;
5000000658;RET COND ISOL MT > 50MM² LM SUB;UN;6,39;
5000000658;SERV NORMALIZACAO ESTRUTURACAO EQ LEVE;UN;281,38;
5000000658;TURMA LM 2H LEVE ATEND EMERGENCIAL HE25%;UN;396,33;
5000000658;TURMA LM 2H CEST ATEND EMERGENCIAL HE25%;UN;457,16;
5000000658;TURMA LM 5H CAM ATEND EMERGENCIAL HE25%;UN;1385,29;
5000000658;TURMA LM 2H CESTO ATEND EMERGENCIAL;UN;365,67;
5000000658;TURMA LM 5H CAM ATEND EMERGENCIAL;UN;1108,23;
5000000658;EXEC FISCALIZ INSPECAO DE OBRA STC;UN;4960,66;
5000000658;INST/RET POSTE TELESCOPICO EMERG LM;UN;299,88;
5000000658;INST ESTR CP RELIG DIST 1F BASE C 2F LV;UN;2367,88;
5000000658;RET ESTR CP RELIG DIST 1F BASE C 2F LV;UN;2116,95;
5000000658;INST ESTR CP RELIG DIST 1F BASE C 2F LM;UN;901,58;
5000000658;RET ESTR CP RELIG DIST 1F BASE C 2F LM;UN;702,05;
5000000658;ACAO PRODUT CORTE BORNE MEDIDOR STC MOTO;UN;37,29;
5000000658;INST MEDIDOR ELETRON COMERCIAL STC MOTO;UN;64,66;
5000000658;RET MEDIDOR ELETRON COMERCIAL STC MOTO;UN;45,26;
5000000658;ACAO PRODUTIVA CORTE DISJ STC MOTO 1P;UN;14,92;
5000000658;ACAO PRODUT CORTE DISJ STC MOTO 2P;UN;29,85;
5000000658;ACAO IMPRODUT DE COBRANCA STC MOTO;UN;24,87;
5000000658;DESLIGAMENT A PEDIDO DO CLIENTE STC MOTO;UN;37,29;
5000000658;ACAO PRODUT RELIGAC BORNE MEDID STC MOTO;UN;14,92;
5000000658;ACAO PRODUT RELIGACAO DISJ STC MOTO 1P;UN;14,92;
5000000658;ACAO PRODUT RELIGACAO DISJ STC MOTO 2P;UN;29,85;
5000000658;ACAO PRODUT CONFIRM PAG DEBITO STC MOTO;UN;49,74;
5000000658;REATIVACAO UC S/ INST MEDIDOR STC MOTO;UN;49,74;
5000000658;RET COND NU ALUMINIO <= 1/0 LM;UN;4,11;
5000000658;INST COND 4PLEX BT 3X10(10)-3X120(70) LM;UN;29,12;
5000000658;INST RAMAL DE CONEXAO CONC/MULTIPLEX LM;UN;172,66;
5000000658;RET RAMAL DE CONEXAO CONC/MULTIPLEX LM;UN;120,86;
5000000658;INST CONEXAO RAMAL DE CONEXAO LM;UN;26,22;
5000000658;RET CONEXAO RAMAL DE CONEXAO LM;UN;19,62;
5000000658;INST ESPACADOR/AFASTADOR REDE PRI/SEC LM;UN;104,42;
5000000658;ATEND EMERG PODA DE ARVORE;UN;249,81;
5000000658;FISCALIZACAO DE OBRA LM;UN;1507,43;
5000000658;PROJETO ASBUILT LM;UN;1507,43;
5000000658;COMISSIONAMENTO DE OBRA LM;UN;1507,43;
5000000658;ENCERRAMENTO TECNICO DA OBRA LM;UN;1507,43;
5000000658;TURMA LM ATE 36,2KV 2H LEVE EM DISP;UN;317,07;
5000000658;TURMA LM ATE 36,2KV 2H CESTO EM DISP;UN;317,07;
5000000658;TURMA LM ATE 36,2KV 5H CAM EM DISP;UN;1108,38;
5000000658;TURMA LM 2H LEVE ATEND EMERGENCIAL;UN;317,07;
5000000658;TURMA MANUT EQUIPAMENT ATEND EMERG HE25%;UN;0;
5000000658;TURMA QUALIDADE EM DISP;UN;145,09;
5000000658;TURMA SEED MONEY LEVE EM DISPONIBILIDADE;UN;145,09;
5000000658;RET ESTR CP BCO REGULADOR POSTE LV;UN;2096,14;
5000000658;INST ESTR PRI 1F SUSP/PAS SP S/CRUZ LV;UN;324,2;
5000000658;TURMA LV 3H CAM ATEND EMERGENCIAL;UN;617,92;
5000000658;TURMA LV 4H CAM ATEND EMERGENCIAL;UN;774,58;
5000000658;TURMA LV 3H CAM ATEND EMERGENCIAL HE25%;UN;772,4;
5000000658;TURMA LV 4H CAM ATEND EMERGENCIAL HE25%;UN;968,21;
5000000658;ACAO PRODUTIVA RELIGACAO DISJ STC;UN;38,27;
5000000658;INST PADRAO ENTRADA COMPLETO NORM STC;UN;158,69;
5000000658;INST PADRAO ENTRADA PARCIAL NORM STC;UN;91,82;
5000000658;INST MEDIDOR ELETRONICO C INSP NORM STC;UN;286,3;
5000000658;RET MEDIDOR ELETRONICO C INSP NORM STC;UN;48,6;
5000000658;INST RAMAL CONEX CONC/MULT INSP NORM STC;UN;101,5;
5000000658;RET RAMAL CONEX CONC/MULT INSP NORM STC;UN;71,04;
5000000658;SERV EXTERNALIZACAO PADRAO NORM STC;UN;158,69;
5000000658;INST CAIXA MEDICAO BLINDAGEM NORM STC;UN;158,69;
5000000658;INST MODULO NIC UC TELEMED;UN;41,43;
5000000658;RET MODULO NIC UC TELEMED;UN;37,26;
5000000658;INST ATERRAMENTO COMPL 16HASTES LM;UN;1368,88;
5000000658;INST ATERRAMENTO COMPL 36HASTES LM;UN;2463,99;
5000000658;INST ATERRAMENTO COMPL 25HASTES LM;UN;2053,33;
5000000658;TURMA MANUT EQUIPAMENTO DISP;UN;431,1;
5000000658;TURMA MANUT EQUIPAMENTO ATEND EMERGENC;UN;538,88;
